Pattern_name,total_count,ben_counts,mal_counts,ben_percent,mal_percent,percent_diff_ben,percent_diff_mal
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'HeapAlloc'; 'RegOpenKeyExA'),321,46,275,0.676470588,0.859375,0,0.182904412
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'HeapAlloc'; 'RegCloseKey'),322,47,275,0.691176471,0.859375,0,0.168198529
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'HeapAlloc'; 'LocalFree'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'HeapAlloc'; 'LocalAlloc'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'HeapAlloc'; 'HeapFree'),332,47,285,0.691176471,0.890625,0,0.199448529
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'HeapAlloc'; 'HeapAlloc'),332,47,285,0.691176471,0.890625,0,0.199448529
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'HeapAlloc'; 'GetCurrentThreadId'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'HeapAlloc'),332,47,285,0.691176471,0.890625,0,0.199448529
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'GetCurrentThreadId'; 'RegCloseKey'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'GetCurrentThreadId'; 'LocalFree'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'GetCurrentThreadId'; 'LocalAlloc'),315,47,268,0.691176471,0.8375,0,0.146323529
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'GetCurrentThreadId'; 'HeapFree'),315,47,268,0.691176471,0.8375,0,0.146323529
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'GetCurrentThreadId'; 'HeapAlloc'),316,47,269,0.691176471,0.840625,0,0.149448529
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'GetCurrentThreadId'; 'GetCurrentThreadId'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'; 'GetCurrentThreadId'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapFree'; 'HeapFree'; 'GetCurrentThreadId'),332,47,285,0.691176471,0.890625,0,0.199448529
('HeapFree'; 'HeapFree'),332,47,285,0.691176471,0.890625,0,0.199448529
('HeapFree'; 'HeapAlloc'; 'RegQueryValueExW'; 'RegCloseKey'; 'HeapFree'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegQueryValueExW'; 'RegCloseKey'; 'HeapAlloc'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegQueryValueExW'; 'RegCloseKey'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegQueryValueExW'; 'HeapFree'; 'HeapFree'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegQueryValueExW'; 'HeapFree'; 'HeapAlloc'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegQueryValueExW'; 'HeapFree'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegQueryValueExW'; 'HeapAlloc'; 'HeapFree'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegQueryValueExW'; 'HeapAlloc'; 'HeapAlloc'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegQueryValueExW'; 'HeapAlloc'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegQueryValueExW'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegQueryValueExW'; 'RegCloseKey'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegQueryValueExW'; 'HeapFree'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegQueryValueExW'; 'HeapAlloc'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegQueryValueExW'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegOpenKeyExW'; 'RegCloseKey'),316,47,269,0.691176471,0.840625,0,0.149448529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegOpenKeyExW'; 'LocalFree'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegOpenKeyExW'; 'HeapFree'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegOpenKeyExW'; 'HeapAlloc'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegOpenKeyExW'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegCloseKey'),314,46,268,0.676470588,0.8375,0,0.161029412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'LocalFree'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'HeapFree'),315,46,269,0.676470588,0.840625,0,0.164154412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'HeapAlloc'),315,46,269,0.676470588,0.840625,0,0.164154412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegOpenKeyExA'),315,46,269,0.676470588,0.840625,0,0.164154412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegOpenKeyExW'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegCloseKey'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegCloseKey'; 'LocalFree'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegCloseKey'; 'LocalAlloc'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegCloseKey'; 'HeapFree'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegCloseKey'; 'HeapAlloc'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegCloseKey'; 'GetCurrentThreadId'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'RegCloseKey'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'LocalFree'; 'RegCloseKey'),312,46,266,0.676470588,0.83125,0,0.154779412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'LocalFree'; 'HeapFree'),316,47,269,0.691176471,0.840625,0,0.149448529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'LocalFree'; 'HeapAlloc'),316,47,269,0.691176471,0.840625,0,0.149448529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'LocalFree'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'LocalAlloc'; 'RegCloseKey'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'LocalAlloc'; 'LocalFree'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'LocalAlloc'; 'HeapFree'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'LocalAlloc'; 'HeapAlloc'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'LocalAlloc'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'HeapFree'; 'RegOpenKeyExW'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'HeapFree'; 'RegCloseKey'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'HeapFree'; 'LocalFree'),316,47,269,0.691176471,0.840625,0,0.149448529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'HeapFree'; 'LocalAlloc'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'HeapFree'; 'HeapFree'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'HeapFree'; 'HeapAlloc'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'HeapFree'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'HeapAlloc'; 'RegOpenKeyExW'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'HeapAlloc'; 'RegCloseKey'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'HeapAlloc'; 'LocalFree'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'HeapAlloc'; 'LocalAlloc'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'HeapAlloc'; 'HeapFree'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'HeapAlloc'; 'HeapAlloc'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'HeapAlloc'; 'GetCurrentThreadId'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'HeapAlloc'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'; 'GetCurrentThreadId'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExW'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'),314,46,268,0.676470588,0.8375,0,0.161029412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'RegOpenKeyExW'; 'LocalFree'),312,46,266,0.676470588,0.83125,0,0.154779412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'),315,46,269,0.676470588,0.840625,0,0.164154412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'RegOpenKeyExW'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'RegOpenKeyExA'; 'HeapFree'),312,46,266,0.676470588,0.83125,0,0.154779412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'RegOpenKeyExA'; 'HeapAlloc'),312,46,266,0.676470588,0.83125,0,0.154779412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'RegOpenKeyExA'),312,46,266,0.676470588,0.83125,0,0.154779412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'RegCloseKey'; 'RegCloseKey'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'RegCloseKey'; 'LocalFree'),315,46,269,0.676470588,0.840625,0,0.164154412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'RegCloseKey'; 'LocalAlloc'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'RegCloseKey'; 'HeapFree'),319,46,273,0.676470588,0.853125,0,0.176654412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'RegCloseKey'; 'HeapAlloc'),319,46,273,0.676470588,0.853125,0,0.176654412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'RegCloseKey'),319,46,273,0.676470588,0.853125,0,0.176654412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'LocalFree'; 'RegCloseKey'),314,46,268,0.676470588,0.8375,0,0.161029412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'LocalFree'; 'LocalFree'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'LocalFree'; 'LocalAlloc'),312,46,266,0.676470588,0.83125,0,0.154779412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'LocalFree'; 'HeapFree'),317,46,271,0.676470588,0.846875,0,0.170404412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'LocalFree'; 'HeapAlloc'),317,46,271,0.676470588,0.846875,0,0.170404412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'LocalFree'),317,46,271,0.676470588,0.846875,0,0.170404412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'LocalAlloc'; 'RegCloseKey'),314,46,268,0.676470588,0.8375,0,0.161029412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'LocalAlloc'; 'LocalFree'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'LocalAlloc'; 'LocalAlloc'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'LocalAlloc'; 'HeapFree'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'LocalAlloc'; 'HeapAlloc'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'LocalAlloc'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapFree'; 'RegOpenKeyExW'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapFree'; 'RegCloseKey'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapFree'; 'LocalFree'),317,46,271,0.676470588,0.846875,0,0.170404412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapFree'; 'LocalAlloc'),312,46,266,0.676470588,0.83125,0,0.154779412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapFree'; 'HeapFree'),320,46,274,0.676470588,0.85625,0,0.179779412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapFree'; 'HeapAlloc'),320,46,274,0.676470588,0.85625,0,0.179779412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapFree'; 'GetCurrentThreadId'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapFree'),321,46,275,0.676470588,0.859375,0,0.182904412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapAlloc'; 'RegOpenKeyExW'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapAlloc'; 'RegOpenKeyExA'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapAlloc'; 'RegCloseKey'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapAlloc'; 'LocalFree'),317,46,271,0.676470588,0.846875,0,0.170404412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapAlloc'; 'LocalAlloc'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapAlloc'; 'HeapFree'),321,46,275,0.676470588,0.859375,0,0.182904412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapAlloc'; 'HeapAlloc'),320,46,274,0.676470588,0.85625,0,0.179779412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapAlloc'; 'GetCurrentThreadId'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'HeapAlloc'),321,46,275,0.676470588,0.859375,0,0.182904412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'GetCurrentThreadId'; 'HeapAlloc'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'; 'GetCurrentThreadId'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapFree'; 'HeapAlloc'; 'RegOpenKeyExA'),321,46,275,0.676470588,0.859375,0,0.182904412
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegOpenKeyExW'; 'RegCloseKey'),316,47,269,0.691176471,0.840625,0,0.149448529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegOpenKeyExW'; 'LocalFree'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegOpenKeyExW'; 'HeapFree'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegOpenKeyExW'; 'HeapAlloc'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegOpenKeyExW'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegOpenKeyExA'; 'RegCloseKey'),312,46,266,0.676470588,0.83125,0,0.154779412
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegOpenKeyExA'; 'LocalFree'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegOpenKeyExA'; 'HeapFree'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegOpenKeyExA'; 'HeapAlloc'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegOpenKeyExA'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegCloseKey'; 'RegCloseKey'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegCloseKey'; 'LocalFree'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegCloseKey'; 'HeapFree'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegCloseKey'; 'HeapAlloc'),319,47,272,0.691176471,0.85,0,0.158823529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegCloseKey'; 'GetCurrentThreadId'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'RegCloseKey'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'LocalFree'; 'RegCloseKey'),312,46,266,0.676470588,0.83125,0,0.154779412
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'LocalFree'; 'HeapFree'),316,47,269,0.691176471,0.840625,0,0.149448529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'LocalFree'; 'HeapAlloc'),316,47,269,0.691176471,0.840625,0,0.149448529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'LocalFree'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'LocalAlloc'; 'RegCloseKey'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'LocalAlloc'; 'LocalFree'),315,47,268,0.691176471,0.8375,0,0.146323529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'LocalAlloc'; 'HeapFree'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'LocalAlloc'; 'HeapAlloc'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'LocalAlloc'),315,47,268,0.691176471,0.8375,0,0.146323529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapFree'; 'RegOpenKeyExW'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapFree'; 'RegCloseKey'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapFree'; 'LocalFree'),316,47,269,0.691176471,0.840625,0,0.149448529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapFree'; 'LocalAlloc'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapFree'; 'HeapFree'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapFree'; 'HeapAlloc'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapFree'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapAlloc'; 'RegOpenKeyExW'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapAlloc'; 'RegOpenKeyExA'),312,46,266,0.676470588,0.83125,0,0.154779412
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapAlloc'; 'RegCloseKey'),318,47,271,0.691176471,0.846875,0,0.155698529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapAlloc'; 'LocalFree'),317,47,270,0.691176471,0.84375,0,0.152573529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapAlloc'; 'LocalAlloc'),315,47,268,0.691176471,0.8375,0,0.146323529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapAlloc'; 'HeapFree'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapAlloc'; 'HeapAlloc'),320,47,273,0.691176471,0.853125,0,0.161948529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapAlloc'; 'GetCurrentThreadId'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'HeapAlloc'),321,47,274,0.691176471,0.85625,0,0.165073529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'; 'GetCurrentThreadId'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'RegCloseKey'),322,47,275,0.691176471,0.859375,0,0.168198529
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'RegQueryValueExW'; 'RegCloseKey'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'RegQueryValueExW'; 'HeapFree'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'RegQueryValueExW'; 'HeapAlloc'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'RegQueryValueExW'),311,46,265,0.676470588,0.828125,0,0.151654412
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'RegCloseKey'; 'RegCloseKey'),313,46,267,0.676470588,0.834375,0,0.157904412
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'RegCloseKey'; 'HeapFree'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'RegCloseKey'; 'HeapAlloc'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'RegCloseKey'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'LocalFree'; 'HeapFree'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'LocalFree'; 'HeapAlloc'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'LocalFree'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'LocalAlloc'; 'LocalFree'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'LocalAlloc'; 'LocalAlloc'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'LocalAlloc'; 'HeapFree'),311,47,264,0.691176471,0.825,0,0.133823529
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'LocalAlloc'; 'HeapAlloc'),312,47,265,0.691176471,0.828125,0,0.136948529
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'LocalAlloc'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'HeapFree'; 'RegCloseKey'),316,46,270,0.676470588,0.84375,0,0.167279412
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'HeapFree'; 'LocalFree'),314,47,267,0.691176471,0.834375,0,0.143198529
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'HeapFree'; 'LocalAlloc'),313,47,266,0.691176471,0.83125,0,0.140073529
('HeapFree'; 'HeapAlloc'; 'LocalFree'; 'HeapFree'; 'HeapFree'),319,47,272,0.691176471,0.85,0,0.158823529
